parfamName,yearIndex,parfam,countryname,environ,culture,equality,pervote,rile,staticRile,electionDate,partyname
SOC,2017,30,Greece,,,,3.9930000000000003,,-14.0,September 2015,The River
LIB,2017,40,Greece,1.525,0.862,1.061,3.352,-1.393,4.61,September 2015,Union of Centrists
CHR,2017,50,Greece,0.204,1.222,0.0,27.414,17.515,6.13,September 2015,New Democracy
NAT,2017,70,Greece,,,,6.82,,10.25,September 2015,Golden Dawn
NAT,2017,70,Greece,,,,3.602,,10.25,September 2015,Independent Greeks
LEF,2018,20,Greece,0.0,0.0,3.2260000000000004,5.341,29.031999999999996,-23.66,January 2015,Communist Party of Greece
LEF,2018,20,Greece,2.6489999999999996,0.0,0.662,36.34,-41.722,-23.66,January 2015,Coalition of the Radical Left
SOC,2018,30,Greece,8.732999999999999,0.0,3.425,4.573,-37.842,-14.0,January 2015,Panhellenic Socialist Movement
SOC,2018,30,Greece,5.326000000000001,7.856,0.932,5.9060000000000015,-12.915999999999999,-14.0,January 2015,The River
CHR,2018,50,Greece,1.235,0.617,0.617,27.15,-8.025,6.13,January 2015,New Democracy
NAT,2018,70,Greece,1.744,0.581,0.0,6.136,2.326,10.25,January 2015,Golden Dawn
NAT,2018,70,Greece,0.0,0.0,7.692,4.635,46.153999999999996,10.25,January 2015,Independent Greeks
LEF,2018,20,Greece,0.0,0.0,0.0,5.4179999999999975,-44.348,-23.66,September 2015,Communist Party of Greece
LEF,2018,20,Greece,2.081,2.8789999999999996,1.7690000000000001,35.46,-22.234,-23.66,September 2015,Coalition of the Radical Left
LEF,2018,20,Greece,,,,0.74,,-23.66,September 2015,Democratic Left
LEF,2018,20,Greece,0.426,1.702,0.0,2.86,-40.426,-23.66,September 2015,Popular Unity
SOC,2018,30,Greece,0.726,0.242,0.484,5.54,-24.455,-14.0,September 2015,Panhellenic Socialist Movement
SOC,2018,30,Greece,,,,3.9930000000000003,,-14.0,September 2015,The River
LIB,2018,40,Greece,1.525,0.862,1.061,3.352,-1.393,4.61,September 2015,Union of Centrists
CHR,2018,50,Greece,0.204,1.222,0.0,27.414,17.515,6.13,September 2015,New Democracy
NAT,2018,70,Greece,,,,6.82,,10.25,September 2015,Golden Dawn
NAT,2018,70,Greece,,,,3.602,,10.25,September 2015,Independent Greeks
LEF,2019,20,Greece,0.0,0.0,3.2260000000000004,5.341,29.031999999999996,-23.66,January 2015,Communist Party of Greece
LEF,2019,20,Greece,2.6489999999999996,0.0,0.662,36.34,-41.722,-23.66,January 2015,Coalition of the Radical Left
SOC,2019,30,Greece,8.732999999999999,0.0,3.425,4.573,-37.842,-14.0,January 2015,Panhellenic Socialist Movement
SOC,2019,30,Greece,5.326000000000001,7.856,0.932,5.9060000000000015,-12.915999999999999,-14.0,January 2015,The River
CHR,2019,50,Greece,1.235,0.617,0.617,27.15,-8.025,6.13,January 2015,New Democracy
NAT,2019,70,Greece,1.744,0.581,0.0,6.136,2.326,10.25,January 2015,Golden Dawn
NAT,2019,70,Greece,0.0,0.0,7.692,4.635,46.153999999999996,10.25,January 2015,Independent Greeks
LEF,2019,20,Greece,0.0,0.0,0.0,5.4179999999999975,-44.348,-23.66,September 2015,Communist Party of Greece
LEF,2019,20,Greece,2.081,2.8789999999999996,1.7690000000000001,35.46,-22.234,-23.66,September 2015,Coalition of the Radical Left
LEF,2019,20,Greece,,,,0.74,,-23.66,September 2015,Democratic Left
LEF,2019,20,Greece,0.426,1.702,0.0,2.86,-40.426,-23.66,September 2015,Popular Unity
SOC,2019,30,Greece,0.726,0.242,0.484,5.54,-24.455,-14.0,September 2015,Panhellenic Socialist Movement
SOC,2019,30,Greece,,,,3.9930000000000003,,-14.0,September 2015,The River
LIB,2019,40,Greece,1.525,0.862,1.061,3.352,-1.393,4.61,September 2015,Union of Centrists
CHR,2019,50,Greece,0.204,1.222,0.0,27.414,17.515,6.13,September 2015,New Democracy
NAT,2019,70,Greece,,,,6.82,,10.25,September 2015,Golden Dawn
NAT,2019,70,Greece,,,,3.602,,10.25,September 2015,Independent Greeks
LEF,2020,20,Greece,0.0,0.0,3.2260000000000004,5.341,29.031999999999996,-23.66,January 2015,Communist Party of Greece
LEF,2020,20,Greece,2.6489999999999996,0.0,0.662,36.34,-41.722,-23.66,January 2015,Coalition of the Radical Left
SOC,2020,30,Greece,8.732999999999999,0.0,3.425,4.573,-37.842,-14.0,January 2015,Panhellenic Socialist Movement
SOC,2020,30,Greece,5.326000000000001,7.856,0.932,5.9060000000000015,-12.915999999999999,-14.0,January 2015,The River
CHR,2020,50,Greece,1.235,0.617,0.617,27.15,-8.025,6.13,January 2015,New Democracy
NAT,2020,70,Greece,1.744,0.581,0.0,6.136,2.326,10.25,January 2015,Golden Dawn
NAT,2020,70,Greece,0.0,0.0,7.692,4.635,46.153999999999996,10.25,January 2015,Independent Greeks
LEF,2020,20,Greece,0.0,0.0,0.0,5.4179999999999975,-44.348,-23.66,September 2015,Communist Party of Greece
LEF,2020,20,Greece,2.081,2.8789999999999996,1.7690000000000001,35.46,-22.234,-23.66,September 2015,Coalition of the Radical Left
LEF,2020,20,Greece,,,,0.74,,-23.66,September 2015,Democratic Left
LEF,2020,20,Greece,0.426,1.702,0.0,2.86,-40.426,-23.66,September 2015,Popular Unity
SOC,2020,30,Greece,0.726,0.242,0.484,5.54,-24.455,-14.0,September 2015,Panhellenic Socialist Movement
SOC,2020,30,Greece,,,,3.9930000000000003,,-14.0,September 2015,The River
LIB,2020,40,Greece,1.525,0.862,1.061,3.352,-1.393,4.61,September 2015,Union of Centrists
CHR,2020,50,Greece,0.204,1.222,0.0,27.414,17.515,6.13,September 2015,New Democracy
NAT,2020,70,Greece,,,,6.82,,10.25,September 2015,Golden Dawn
NAT,2020,70,Greece,,,,3.602,,10.25,September 2015,Independent Greeks
LEF,1944,20,Sweden,0.0,0.0,0.0,10.3,9.6,-23.66,September 1944,Communist Party of Sweden
SOC,1944,30,Sweden,0.0,0.0,5.600000000000001,46.5,-37.8,-14.0,September 1944,Social Democratic Labour Party
LIB,1944,40,Sweden,0.0,0.0,1.6,12.9,9.5,4.61,September 1944,People’s Party
CON,1944,60,Sweden,0.0,0.0,5.3,15.8,28.0,11.64,September 1944,Right Party
AGR,1944,80,Sweden,0.0,0.0,0.0,13.6,23.81,1.01,September 1944,Agrarian Party
LEF,1945,20,Sweden,0.0,0.0,0.0,10.3,9.6,-23.66,September 1944,Communist Party of Sweden
SOC,1945,30,Sweden,0.0,0.0,5.600000000000001,46.5,-37.8,-14.0,September 1944,Social Democratic Labour Party
LIB,1945,40,Sweden,0.0,0.0,1.6,12.9,9.5,4.61,September 1944,People’s Party
CON,1945,60,Sweden,0.0,0.0,5.3,15.8,28.0,11.64,September 1944,Right Party
AGR,1945,80,Sweden,0.0,0.0,0.0,13.6,23.81,1.01,September 1944,Agrarian Party
LEF,1946,20,Sweden,0.0,0.0,0.0,10.3,9.6,-23.66,September 1944,Communist Party of Sweden
SOC,1946,30,Sweden,0.0,0.0,5.600000000000001,46.5,-37.8,-14.0,September 1944,Social Democratic Labour Party
LIB,1946,40,Sweden,0.0,0.0,1.6,12.9,9.5,4.61,September 1944,People’s Party
CON,1946,60,Sweden,0.0,0.0,5.3,15.8,28.0,11.64,September 1944,Right Party
AGR,1946,80,Sweden,0.0,0.0,0.0,13.6,23.81,1.01,September 1944,Agrarian Party
LEF,1947,20,Sweden,0.0,0.0,0.0,10.3,9.6,-23.66,September 1944,Communist Party of Sweden
SOC,1947,30,Sweden,0.0,0.0,5.600000000000001,46.5,-37.8,-14.0,September 1944,Social Democratic Labour Party
LIB,1947,40,Sweden,0.0,0.0,1.6,12.9,9.5,4.61,September 1944,People’s Party
CON,1947,60,Sweden,0.0,0.0,5.3,15.8,28.0,11.64,September 1944,Right Party
AGR,1947,80,Sweden,0.0,0.0,0.0,13.6,23.81,1.01,September 1944,Agrarian Party
LEF,1948,20,Sweden,0.0,0.0,6.0,6.312,-44.0,-23.66,September 1948,Communist Party of Sweden
SOC,1948,30,Sweden,0.0,3.3,2.5,46.132,-33.4,-14.0,September 1948,Social Democratic Labour Party
LIB,1948,40,Sweden,0.0,0.0,5.8,22.749000000000002,22.9,4.61,September 1948,People’s Party
CON,1948,60,Sweden,0.0,0.0,0.0,12.343,56.3,11.64,September 1948,Right Party
AGR,1948,80,Sweden,0.0,0.0,2.1,12.385,-4.9,1.01,September 1948,Agrarian Party
LEF,1949,20,Sweden,0.0,0.0,6.0,6.312,-44.0,-23.66,September 1948,Communist Party of Sweden
SOC,1949,30,Sweden,0.0,3.3,2.5,46.132,-33.4,-14.0,September 1948,Social Democratic Labour Party
LIB,1949,40,Sweden,0.0,0.0,5.8,22.749000000000002,22.9,4.61,September 1948,People’s Party
CON,1949,60,Sweden,0.0,0.0,0.0,12.343,56.3,11.64,September 1948,Right Party
AGR,1949,80,Sweden,0.0,0.0,2.1,12.385,-4.9,1.01,September 1948,Agrarian Party
LEF,1950,20,Sweden,0.0,0.0,6.0,6.312,-44.0,-23.66,September 1948,Communist Party of Sweden
SOC,1950,30,Sweden,0.0,3.3,2.5,46.132,-33.4,-14.0,September 1948,Social Democratic Labour Party
LIB,1950,40,Sweden,0.0,0.0,5.8,22.749000000000002,22.9,4.61,September 1948,People’s Party
CON,1950,60,Sweden,0.0,0.0,0.0,12.343,56.3,11.64,September 1948,Right Party
AGR,1950,80,Sweden,0.0,0.0,2.1,12.385,-4.9,1.01,September 1948,Agrarian Party
LEF,1951,20,Sweden,0.0,0.0,6.0,6.312,-44.0,-23.66,September 1948,Communist Party of Sweden
SOC,1951,30,Sweden,0.0,3.3,2.5,46.132,-33.4,-14.0,September 1948,Social Democratic Labour Party
LIB,1951,40,Sweden,0.0,0.0,5.8,22.749000000000002,22.9,4.61,September 1948,People’s Party
CON,1951,60,Sweden,0.0,0.0,0.0,12.343,56.3,11.64,September 1948,Right Party
AGR,1951,80,Sweden,0.0,0.0,2.1,12.385,-4.9,1.01,September 1948,Agrarian Party
LEF,1952,20,Sweden,0.0,0.0,1.1,4.34,-40.7,-23.66,September 1952,Communist Party of Sweden
SOC,1952,30,Sweden,0.0,1.7,3.3,46.047,-28.3,-14.0,September 1952,Social Democratic Labour Party
LIB,1952,40,Sweden,0.0,0.0,4.7,24.441999999999997,16.1,4.61,September 1952,People’s Party
CON,1952,60,Sweden,0.0,0.0,0.0,14.373,40.9,11.64,September 1952,Right Party
AGR,1952,80,Sweden,1.3,1.3,4.1,10.735,1.2,1.01,September 1952,Agrarian Party
LEF,1953,20,Sweden,0.0,0.0,1.1,4.34,-40.7,-23.66,September 1952,Communist Party of Sweden
SOC,1953,30,Sweden,0.0,1.7,3.3,46.047,-28.3,-14.0,September 1952,Social Democratic Labour Party
LIB,1953,40,Sweden,0.0,0.0,4.7,24.441999999999997,16.1,4.61,September 1952,People’s Party
CON,1953,60,Sweden,0.0,0.0,0.0,14.373,40.9,11.64,September 1952,Right Party
AGR,1953,80,Sweden,1.3,1.3,4.1,10.735,1.2,1.01,September 1952,Agrarian Party
LEF,1954,20,Sweden,0.0,0.0,1.1,4.34,-40.7,-23.66,September 1952,Communist Party of Sweden
SOC,1954,30,Sweden,0.0,1.7,3.3,46.047,-28.3,-14.0,September 1952,Social Democratic Labour Party
LIB,1954,40,Sweden,0.0,0.0,4.7,24.441999999999997,16.1,4.61,September 1952,People’s Party
CON,1954,60,Sweden,0.0,0.0,0.0,14.373,40.9,11.64,September 1952,Right Party
AGR,1954,80,Sweden,1.3,1.3,4.1,10.735,1.2,1.01,September 1952,Agrarian Party
LEF,1955,20,Sweden,0.0,0.0,1.1,4.34,-40.7,-23.66,September 1952,Communist Party of Sweden
SOC,1955,30,Sweden,0.0,1.7,3.3,46.047,-28.3,-14.0,September 1952,Social Democratic Labour Party
LIB,1955,40,Sweden,0.0,0.0,4.7,24.441999999999997,16.1,4.61,September 1952,People’s Party
CON,1955,60,Sweden,0.0,0.0,0.0,14.373,40.9,11.64,September 1952,Right Party
AGR,1955,80,Sweden,1.3,1.3,4.1,10.735,1.2,1.01,September 1952,Agrarian Party
LEF,1956,20,Sweden,0.0,1.7,10.9,5.001,-46.2,-23.66,September 1956,Communist Party of Sweden
SOC,1956,30,Sweden,0.0,3.5,2.9,44.581,-44.2,-14.0,September 1956,Social Democratic Labour Party
LIB,1956,40,Sweden,0.7000000000000001,0.0,3.4,23.807,-17.3,4.61,September 1956,People’s Party
CON,1956,60,Sweden,0.0,0.0,0.0,17.108,53.7,11.64,September 1956,Right Party
AGR,1956,80,Sweden,0.9,0.9,1.8,9.45,1.8,1.01,September 1956,Agrarian Party
LEF,1957,20,Sweden,0.0,1.7,10.9,5.001,-46.2,-23.66,September 1956,Communist Party of Sweden
SOC,1957,30,Sweden,0.0,3.5,2.9,44.581,-44.2,-14.0,September 1956,Social Democratic Labour Party
LIB,1957,40,Sweden,0.7000000000000001,0.0,3.4,23.807,-17.3,4.61,September 1956,People’s Party
CON,1957,60,Sweden,0.0,0.0,0.0,17.108,53.7,11.64,September 1956,Right Party
AGR,1957,80,Sweden,0.9,0.9,1.8,9.45,1.8,1.01,September 1956,Agrarian Party
LEF,1958,20,Sweden,1.9,14.5,4.0,3.364,-41.7,-23.66,June 1958,Communist Party of Sweden
SOC,1958,30,Sweden,0.0,0.0,3.2,46.216,-24.7,-14.0,June 1958,Social Democratic Labour Party
LIB,1958,40,Sweden,0.0,0.0,0.0,18.209,21.6,4.61,June 1958,People’s Party
CON,1958,60,Sweden,0.0,0.0,0.0,19.518,56.1,11.64,June 1958,Right Party
AGR,1958,80,Sweden,0.0,1.6,1.6,12.662,11.9,1.01,June 1958,Centre Party
LEF,1959,20,Sweden,1.9,14.5,4.0,3.364,-41.7,-23.66,June 1958,Communist Party of Sweden
SOC,1959,30,Sweden,0.0,0.0,3.2,46.216,-24.7,-14.0,June 1958,Social Democratic Labour Party
LIB,1959,40,Sweden,0.0,0.0,0.0,18.209,21.6,4.61,June 1958,People’s Party
CON,1959,60,Sweden,0.0,0.0,0.0,19.518,56.1,11.64,June 1958,Right Party
AGR,1959,80,Sweden,0.0,1.6,1.6,12.662,11.9,1.01,June 1958,Centre Party
LEF,1960,20,Sweden,0.0,0.0,2.4,4.479,-40.5,-23.66,September 1960,Communist Party of Sweden
SOC,1960,30,Sweden,0.0,0.3,2.3,47.788999999999994,-61.4,-14.0,September 1960,Social Democratic Labour Party
LIB,1960,40,Sweden,0.0,0.0,6.5,17.492,8.6,4.61,September 1960,People’s Party
CON,1960,60,Sweden,0.0,0.0,1.1,16.557000000000002,34.8,11.64,September 1960,Right Party
AGR,1960,80,Sweden,0.0,1.9,1.2,13.610999999999999,6.0,1.01,September 1960,Centre Party
LEF,1961,20,Sweden,0.0,0.0,2.4,4.479,-40.5,-23.66,September 1960,Communist Party of Sweden
SOC,1961,30,Sweden,0.0,0.3,2.3,47.788999999999994,-61.4,-14.0,September 1960,Social Democratic Labour Party
LIB,1961,40,Sweden,0.0,0.0,6.5,17.492,8.6,4.61,September 1960,People’s Party
CON,1961,60,Sweden,0.0,0.0,1.1,16.557000000000002,34.8,11.64,September 1960,Right Party
AGR,1961,80,Sweden,0.0,1.9,1.2,13.610999999999999,6.0,1.01,September 1960,Centre Party
LEF,1962,20,Sweden,0.0,0.0,2.4,4.479,-40.5,-23.66,September 1960,Communist Party of Sweden
SOC,1962,30,Sweden,0.0,0.3,2.3,47.788999999999994,-61.4,-14.0,September 1960,Social Democratic Labour Party
LIB,1962,40,Sweden,0.0,0.0,6.5,17.492,8.6,4.61,September 1960,People’s Party
CON,1962,60,Sweden,0.0,0.0,1.1,16.557000000000002,34.8,11.64,September 1960,Right Party
AGR,1962,80,Sweden,0.0,1.9,1.2,13.610999999999999,6.0,1.01,September 1960,Centre Party
LEF,1963,20,Sweden,0.0,0.0,2.4,4.479,-40.5,-23.66,September 1960,Communist Party of Sweden
SOC,1963,30,Sweden,0.0,0.3,2.3,47.788999999999994,-61.4,-14.0,September 1960,Social Democratic Labour Party
LIB,1963,40,Sweden,0.0,0.0,6.5,17.492,8.6,4.61,September 1960,People’s Party
CON,1963,60,Sweden,0.0,0.0,1.1,16.557000000000002,34.8,11.64,September 1960,Right Party
AGR,1963,80,Sweden,0.0,1.9,1.2,13.610999999999999,6.0,1.01,September 1960,Centre Party
LEF,1964,20,Sweden,0.0,0.0,0.0,5.223,-50.0,-23.66,September 1964,Communist Party of Sweden
SOC,1964,30,Sweden,0.0,0.3,7.2,47.269,-33.6,-14.0,September 1964,Social Democratic Labour Party
LIB,1964,40,Sweden,0.0,5.3,10.6,16.975,-48.9,4.61,September 1964,People’s Party
CON,1964,60,Sweden,0.0,0.0,0.0,13.722000000000001,60.4,11.64,September 1964,Right Party
AGR,1964,80,Sweden,4.681,3.404,0.851,13.181,-14.043,1.01,September 1964,Centre Party
LEF,1965,20,Sweden,0.0,0.0,0.0,5.223,-50.0,-23.66,September 1964,Communist Party of Sweden
SOC,1965,30,Sweden,0.0,0.3,7.2,47.269,-33.6,-14.0,September 1964,Social Democratic Labour Party
LIB,1965,40,Sweden,0.0,5.3,10.6,16.975,-48.9,4.61,September 1964,People’s Party
CON,1965,60,Sweden,0.0,0.0,0.0,13.722000000000001,60.4,11.64,September 1964,Right Party
AGR,1965,80,Sweden,4.681,3.404,0.851,13.181,-14.043,1.01,September 1964,Centre Party
LEF,1966,20,Sweden,0.0,0.0,0.0,5.223,-50.0,-23.66,September 1964,Communist Party of Sweden
SOC,1966,30,Sweden,0.0,0.3,7.2,47.269,-33.6,-14.0,September 1964,Social Democratic Labour Party
LIB,1966,40,Sweden,0.0,5.3,10.6,16.975,-48.9,4.61,September 1964,People’s Party
CON,1966,60,Sweden,0.0,0.0,0.0,13.722000000000001,60.4,11.64,September 1964,Right Party
AGR,1966,80,Sweden,4.681,3.404,0.851,13.181,-14.043,1.01,September 1964,Centre Party
LEF,1967,20,Sweden,0.0,0.0,0.0,5.223,-50.0,-23.66,September 1964,Communist Party of Sweden
SOC,1967,30,Sweden,0.0,0.3,7.2,47.269,-33.6,-14.0,September 1964,Social Democratic Labour Party
LIB,1967,40,Sweden,0.0,5.3,10.6,16.975,-48.9,4.61,September 1964,People’s Party
CON,1967,60,Sweden,0.0,0.0,0.0,13.722000000000001,60.4,11.64,September 1964,Right Party
AGR,1967,80,Sweden,4.681,3.404,0.851,13.181,-14.043,1.01,September 1964,Centre Party
LEF,1968,20,Sweden,1.5,0.0,12.1,3.0060000000000002,-46.9,-23.66,September 1968,Left Communists Party
SOC,1968,30,Sweden,5.4,0.0,12.5,50.11600000000001,-42.9,-14.0,September 1968,Social Democratic Labour Party
LIB,1968,40,Sweden,0.0,0.0,1.0,14.255999999999998,-59.9,4.61,September 1968,People’s Party
CON,1968,60,Sweden,0.0,0.0,2.9,12.859000000000002,25.8,11.64,September 1968,Right Party
AGR,1968,80,Sweden,4.2,1.9,5.600000000000001,15.679,-11.6,1.01,September 1968,Centre Party
LEF,1969,20,Sweden,1.5,0.0,12.1,3.0060000000000002,-46.9,-23.66,September 1968,Left Communists Party
SOC,1969,30,Sweden,5.4,0.0,12.5,50.11600000000001,-42.9,-14.0,September 1968,Social Democratic Labour Party
LIB,1969,40,Sweden,0.0,0.0,1.0,14.255999999999998,-59.9,4.61,September 1968,People’s Party
CON,1969,60,Sweden,0.0,0.0,2.9,12.859000000000002,25.8,11.64,September 1968,Right Party
AGR,1969,80,Sweden,4.2,1.9,5.600000000000001,15.679,-11.6,1.01,September 1968,Centre Party
LEF,1970,20,Sweden,11.5,2.6,12.8,4.756,-40.9,-23.66,September 1970,Left Communists Party
SOC,1970,30,Sweden,7.100000000000001,0.5,16.8,45.343,-41.2,-14.0,September 1970,Social Democratic Labour Party
LIB,1970,40,Sweden,8.9,0.0,8.9,16.211,-33.5,4.61,September 1970,People’s Party
CON,1970,60,Sweden,2.1,0.0,6.4,11.530999999999999,10.8,11.64,September 1970,Moderate Coalition Party
AGR,1970,80,Sweden,5.2,0.0,6.3,19.919,-14.6,1.01,September 1970,Centre Party
LEF,1971,20,Sweden,11.5,2.6,12.8,4.756,-40.9,-23.66,September 1970,Left Communists Party
SOC,1971,30,Sweden,7.100000000000001,0.5,16.8,45.343,-41.2,-14.0,September 1970,Social Democratic Labour Party
LIB,1971,40,Sweden,8.9,0.0,8.9,16.211,-33.5,4.61,September 1970,People’s Party
CON,1971,60,Sweden,2.1,0.0,6.4,11.530999999999999,10.8,11.64,September 1970,Moderate Coalition Party
AGR,1971,80,Sweden,5.2,0.0,6.3,19.919,-14.6,1.01,September 1970,Centre Party
LEF,1972,20,Sweden,11.5,2.6,12.8,4.756,-40.9,-23.66,September 1970,Left Communists Party
SOC,1972,30,Sweden,7.100000000000001,0.5,16.8,45.343,-41.2,-14.0,September 1970,Social Democratic Labour Party
LIB,1972,40,Sweden,8.9,0.0,8.9,16.211,-33.5,4.61,September 1970,People’s Party
CON,1972,60,Sweden,2.1,0.0,6.4,11.530999999999999,10.8,11.64,September 1970,Moderate Coalition Party
AGR,1972,80,Sweden,5.2,0.0,6.3,19.919,-14.6,1.01,September 1970,Centre Party
LEF,1973,20,Sweden,9.9,0.0,2.5,5.327999999999999,-43.0,-23.66,September 1973,Left Communists Party
SOC,1973,30,Sweden,0.0,0.0,10.3,43.559,-7.7,-14.0,September 1973,Social Democratic Labour Party
LIB,1973,40,Sweden,12.1,0.0,6.0,9.419,-11.5,4.61,September 1973,People’s Party
CON,1973,60,Sweden,6.600000000000001,0.0,10.5,14.294,19.7,11.64,September 1973,Moderate Coalition Party
AGR,1973,80,Sweden,6.9,0.6,5.2,25.101,-24.0,1.01,September 1973,Centre Party
LEF,1974,20,Sweden,9.9,0.0,2.5,5.327999999999999,-43.0,-23.66,September 1973,Left Communists Party
SOC,1974,30,Sweden,0.0,0.0,10.3,43.559,-7.7,-14.0,September 1973,Social Democratic Labour Party
LIB,1974,40,Sweden,12.1,0.0,6.0,9.419,-11.5,4.61,September 1973,People’s Party
CON,1974,60,Sweden,6.600000000000001,0.0,10.5,14.294,19.7,11.64,September 1973,Moderate Coalition Party
AGR,1974,80,Sweden,6.9,0.6,5.2,25.101,-24.0,1.01,September 1973,Centre Party
LEF,1975,20,Sweden,9.9,0.0,2.5,5.327999999999999,-43.0,-23.66,September 1973,Left Communists Party
SOC,1975,30,Sweden,0.0,0.0,10.3,43.559,-7.7,-14.0,September 1973,Social Democratic Labour Party
LIB,1975,40,Sweden,12.1,0.0,6.0,9.419,-11.5,4.61,September 1973,People’s Party
CON,1975,60,Sweden,6.600000000000001,0.0,10.5,14.294,19.7,11.64,September 1973,Moderate Coalition Party
AGR,1975,80,Sweden,6.9,0.6,5.2,25.101,-24.0,1.01,September 1973,Centre Party
LEF,1976,20,Sweden,11.9,1.6,10.8,4.753,-38.3,-23.66,September 1976,Left Communists Party
SOC,1976,30,Sweden,4.3,0.0,5.7,42.748999999999995,-11.5,-14.0,September 1976,Social Democratic Labour Party
LIB,1976,40,Sweden,11.2,4.2,3.5,11.062999999999999,-2.1,4.61,September 1976,People’s Party
CON,1976,60,Sweden,1.0,4.9,2.9,15.589,2.2,11.64,September 1976,Moderate Coalition Party
AGR,1976,80,Sweden,17.2,0.7000000000000001,5.100000000000001,24.085,-18.2,1.01,September 1976,Centre Party
LEF,1977,20,Sweden,11.9,1.6,10.8,4.753,-38.3,-23.66,September 1976,Left Communists Party
SOC,1977,30,Sweden,4.3,0.0,5.7,42.748999999999995,-11.5,-14.0,September 1976,Social Democratic Labour Party
LIB,1977,40,Sweden,11.2,4.2,3.5,11.062999999999999,-2.1,4.61,September 1976,People’s Party
CON,1977,60,Sweden,1.0,4.9,2.9,15.589,2.2,11.64,September 1976,Moderate Coalition Party
AGR,1977,80,Sweden,17.2,0.7000000000000001,5.100000000000001,24.085,-18.2,1.01,September 1976,Centre Party
LEF,1978,20,Sweden,11.9,1.6,10.8,4.753,-38.3,-23.66,September 1976,Left Communists Party
SOC,1978,30,Sweden,4.3,0.0,5.7,42.748999999999995,-11.5,-14.0,September 1976,Social Democratic Labour Party
LIB,1978,40,Sweden,11.2,4.2,3.5,11.062999999999999,-2.1,4.61,September 1976,People’s Party
CON,1978,60,Sweden,1.0,4.9,2.9,15.589,2.2,11.64,September 1976,Moderate Coalition Party
AGR,1978,80,Sweden,17.2,0.7000000000000001,5.100000000000001,24.085,-18.2,1.01,September 1976,Centre Party
LEF,1979,20,Sweden,7.4,0.8,14.4,5.605,-47.3,-23.66,September 1979,Left Communists Party
SOC,1979,30,Sweden,7.3,0.0,7.3,43.244,-15.3,-14.0,September 1979,Social Democratic Labour Party
LIB,1979,40,Sweden,12.5,0.9,7.600000000000001,10.591,-15.2,4.61,September 1979,People’s Party
CON,1979,60,Sweden,12.7,4.8,4.8,20.343,23.1,11.64,September 1979,Moderate Coalition Party
AGR,1979,80,Sweden,14.3,3.2,4.600000000000001,18.07,-8.1,1.01,September 1979,Centre Party
LEF,1980,20,Sweden,7.4,0.8,14.4,5.605,-47.3,-23.66,September 1979,Left Communists Party
SOC,1980,30,Sweden,7.3,0.0,7.3,43.244,-15.3,-14.0,September 1979,Social Democratic Labour Party
LIB,1980,40,Sweden,12.5,0.9,7.600000000000001,10.591,-15.2,4.61,September 1979,People’s Party
CON,1980,60,Sweden,12.7,4.8,4.8,20.343,23.1,11.64,September 1979,Moderate Coalition Party
AGR,1980,80,Sweden,14.3,3.2,4.600000000000001,18.07,-8.1,1.01,September 1979,Centre Party
LEF,1981,20,Sweden,7.4,0.8,14.4,5.605,-47.3,-23.66,September 1979,Left Communists Party
SOC,1981,30,Sweden,7.3,0.0,7.3,43.244,-15.3,-14.0,September 1979,Social Democratic Labour Party
LIB,1981,40,Sweden,12.5,0.9,7.600000000000001,10.591,-15.2,4.61,September 1979,People’s Party
CON,1981,60,Sweden,12.7,4.8,4.8,20.343,23.1,11.64,September 1979,Moderate Coalition Party
AGR,1981,80,Sweden,14.3,3.2,4.600000000000001,18.07,-8.1,1.01,September 1979,Centre Party
LEF,1982,20,Sweden,10.6,0.0,13.5,5.561,-39.7,-23.66,September 1982,Left Communists Party
SOC,1982,30,Sweden,12.9,0.0,7.3,45.606,-18.5,-14.0,September 1982,Social Democratic Labour Party
LIB,1982,40,Sweden,2.4,1.6,13.0,5.901,4.8,4.61,September 1982,People’s Party
CON,1982,60,Sweden,3.6,2.9,0.7000000000000001,23.644000000000002,25.1,11.64,September 1982,Moderate Coalition Party
AGR,1982,80,Sweden,14.6,0.9,2.3,15.475999999999999,-14.0,1.01,September 1982,Centre Party
LEF,1983,20,Sweden,10.6,0.0,13.5,5.561,-39.7,-23.66,September 1982,Left Communists Party
SOC,1983,30,Sweden,12.9,0.0,7.3,45.606,-18.5,-14.0,September 1982,Social Democratic Labour Party
LIB,1983,40,Sweden,2.4,1.6,13.0,5.901,4.8,4.61,September 1982,People’s Party
CON,1983,60,Sweden,3.6,2.9,0.7000000000000001,23.644000000000002,25.1,11.64,September 1982,Moderate Coalition Party
AGR,1983,80,Sweden,14.6,0.9,2.3,15.475999999999999,-14.0,1.01,September 1982,Centre Party
LEF,1984,20,Sweden,10.6,0.0,13.5,5.561,-39.7,-23.66,September 1982,Left Communists Party
SOC,1984,30,Sweden,12.9,0.0,7.3,45.606,-18.5,-14.0,September 1982,Social Democratic Labour Party
LIB,1984,40,Sweden,2.4,1.6,13.0,5.901,4.8,4.61,September 1982,People’s Party
CON,1984,60,Sweden,3.6,2.9,0.7000000000000001,23.644000000000002,25.1,11.64,September 1982,Moderate Coalition Party
AGR,1984,80,Sweden,14.6,0.9,2.3,15.475999999999999,-14.0,1.01,September 1982,Centre Party
LEF,1985,20,Sweden,13.1,0.4,13.6,5.36,-36.7,-23.66,September 1985,Left Communists Party
