year,parfam,countryname,environ,culture,equality,pervote,rile,electionDate,partyname
2017-01-01,30,Bulgaria,0.0,3.4930000000000003,2.62,27.195,6.987,March 2017,BSP for Bulgaria
2017-01-01,50,Bulgaria,3.863,5.96,0.773,32.655,7.726,March 2017,Citizens for European Development of Bulgaria
2017-01-01,60,Bulgaria,2.536,10.507,1.449,4.145,8.333,March 2017,Will
2017-01-01,90,Bulgaria,0.0,0.0,0.0,8.993,0.943,March 2017,Movement for Rights and Freedoms
1990-01-01,10,Croatia,75.41,1.639,1.639,,-1.639,April 1990,Green Alliance of Croatia
1990-01-01,10,Croatia,72.414,5.172000000000001,0.0,,5.172000000000001,April 1990,Green Action of Split
1990-01-01,20,Croatia,6.225000000000001,0.8029999999999999,4.016,,-5.221,April 1990,League of Communists of Croatia - Party of Democratic Changes
1990-01-01,20,Croatia,6.167000000000001,3.965,4.405,,-11.013,April 1990,Socialist Party of Croatia
1990-01-01,20,Croatia,12.5,6.25,10.417,,-11.458,April 1990,Union of Socialist Youth of Croatia
1990-01-01,20,Croatia,6.225000000000001,0.8029999999999999,4.016,34.975,-5.221,April 1990,League of Communists of Croatia - Party of Democratic Changes and Socialist Party of Croatia
1990-01-01,40,Croatia,2.174,1.449,0.725,15.337,10.87,April 1990,Coalition of People’s Accord
1990-01-01,70,Croatia,2.013,0.6709999999999999,5.369,41.927,3.3560000000000003,April 1990,Croatian Democratic Union
1992-01-01,20,Croatia,5.5329999999999995,0.0,7.582000000000001,5.526,-1.025,August 1992,Social Democratic Party of Croatia - Party of Democratic Changes
1992-01-01,40,Croatia,4.704,2.5140000000000002,3.1630000000000003,17.722,14.599,August 1992,Croatian Social-Liberal Party
1992-01-01,70,Croatia,0.0,1.6130000000000002,8.065,44.705,25.805999999999997,August 1992,Croatian Democratic Union
1992-01-01,40,Croatia,0.6990000000000001,0.6990000000000001,5.593999999999999,6.696000000000001,-12.587,August 1992,Croatian People’s Party
1992-01-01,70,Croatia,3.39,1.695,9.322,7.068000000000001,37.288000000000004,August 1992,Croatian Party of Rights
1992-01-01,80,Croatia,7.479,3.0469999999999997,1.939,4.251,9.695,August 1992,Croatian Peasant Party
1992-01-01,90,Croatia,1.8019999999999998,0.0,0.9009999999999999,1.088,8.108,August 1992,Serbian People’s Party
1992-01-01,90,Croatia,5.419,5.9110000000000005,4.433,,-1.97,August 1992,Istrian Democratic Assembly
1992-01-01,90,Croatia,8.202,2.524,3.785,,0.0,August 1992,Dalmatian Action
1992-01-01,90,Croatia,10.0,4.444,6.667000000000001,,3.333,August 1992,Democratic Alliance of Rijeka
1992-01-01,90,Croatia,7.874000000000001,4.293,4.962,3.178,0.45399999999999996,August 1992,"Coalititon of Dalmatian Action, Istrian Democratic Assembly and Democratic Alliance of Rijeka"
1995-01-01,20,Croatia,0.752,0.0,14.286,8.93,3.008,October 1995,Social Democratic Party of Croatia
1995-01-01,40,Croatia,5.850000000000001,2.925,3.656,11.552,13.894,October 1995,Croatian Social-Liberal Party
1995-01-01,40,Croatia,1.8780000000000001,2.347,3.286,3.0039999999999996,3.7560000000000002,October 1995,Croatian Independent Democrats
1995-01-01,70,Croatia,0.0,0.0,0.0,45.231,47.368,October 1995,Croatian Democratic Union
1995-01-01,40,Croatia,0.0,1.905,17.143,,13.333,October 1995,Croatian People’s Party
1995-01-01,70,Croatia,8.024000000000001,2.801,3.028,5.0089999999999995,14.005,October 1995,Croatian Party of Rights
1995-01-01,80,Croatia,4.902,1.9609999999999999,5.392,,-4.412,October 1995,Croatian Peasant Party
1995-01-01,90,Croatia,2.79,3.705,7.792999999999999,18.259,3.6289999999999996,October 1995,Joint List Bloc
1995-01-01,90,Croatia,0.84,5.042,4.202,,7.563,October 1995,Croatian Party of Slavonia and Baranja
2000-01-01,98,Croatia,0.32299999999999995,1.6130000000000002,1.29,40.99100000000001,-11.613,January 2000,Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party
2000-01-01,20,Croatia,0.249,0.249,2.985,,-7.2139999999999995,January 2000,Social Democratic Party of Croatia
2000-01-01,40,Croatia,0.0,0.0,0.0,1.176,40.0,January 2000,Liberal Party
2000-01-01,70,Croatia,4.9319999999999995,5.4110000000000005,1.712,24.46,-13.425,January 2000,Croatian Democratic Union
2000-01-01,40,Croatia,0.0,0.0,1.587,1.176,1.587,January 2000,Croatian People’s Party
2000-01-01,70,Croatia,3.681,0.613,4.294,5.19,-8.589,January 2000,Croatian Party of Rights
2000-01-01,80,Croatia,0.0,0.0,4.31,9.996,18.102999999999998,January 2000,Croatian Peasant Party
2000-01-01,90,Croatia,0.0,7.487,4.2780000000000005,2.352,-16.043,January 2000,Istrian Democratic Assembly
2003-01-01,98,Croatia,1.391,1.391,0.0,4.047,-5.563,November 2003,Coalition of the Croatian Social-liberal Party and the Democratic Centre
2003-01-01,20,Croatia,1.818,2.424,4.242,22.6,-14.545,November 2003,Social Democratic Party of Croatia
2003-01-01,40,Croatia,12.367,8.834,2.12,2.7119999999999997,-11.307,November 2003,Liberal Party
2003-01-01,70,Croatia,2.674,4.619,0.405,33.913000000000004,7.374000000000001,November 2003,Croatian Democratic Union
2003-01-01,40,Croatia,0.29600000000000004,5.917000000000001,7.396,8.0,-10.059,November 2003,Croatian People’s Party
2003-01-01,70,Croatia,13.333,0.0,0.0,6.4,57.333,November 2003,Croatian Party of Rights
2003-01-01,80,Croatia,7.3839999999999995,2.3209999999999997,0.633,7.155,-5.907,November 2003,Croatian Peasant Party
2003-01-01,90,Croatia,0.0,0.0,8.824,,-5.8820000000000014,November 2003,Independent Democratic Serbian Party
2003-01-01,95,Croatia,1.19,1.786,5.357,3.975,-24.405,November 2003,Croatian Party of Pensioners
2007-01-01,20,Croatia,0.221,0.0,4.857,31.234,-9.272,November 2007,Social Democratic Party of Croatia
2007-01-01,70,Croatia,3.903,3.24,0.442,36.552,5.596,November 2007,Croatian Democratic Union
2007-01-01,40,Croatia,1.286,0.0,2.251,6.8,-5.145,November 2007,Croatian People’s Party - Liberal Democrats
2007-01-01,90,Croatia,0.0,0.0,0.0,,1.37,November 2007,Independent Democratic Serbian Party
2007-01-01,95,Croatia,4.118,4.118,1.765,1.794,2.353,November 2007,Croatian Democratic Assembly of Slavonia and Baranja
2007-01-01,90,Croatia,6.316,5.263,2.105,1.541,-5.789,November 2007,Istrian Democratic Assembly
2011-01-01,30,Croatia,2.283,3.3139999999999996,2.135,40.719,-14.728,December 2011,Kukuriku Coalition
2011-01-01,20,Croatia,0.444,0.0,4.444,5.175,-48.443999999999996,December 2011,Croatian Labourists - Labour Party
2011-01-01,40,Croatia,0.0,0.0,0.0,2.8160000000000003,-8.696,December 2011,Independent List of Ivan Grubišić
2011-01-01,70,Croatia,4.62,4.107,3.593,23.919,-6.366000000000001,December 2011,Croatian Democratic Union
2011-01-01,80,Croatia,18.558,0.0,0.106,2.9930000000000003,-8.802,December 2011,Croatian Peasant Party
2011-01-01,90,Croatia,0.0,0.0,19.101,,-15.73,December 2011,Independent Democratic Serbian Party
2011-01-01,95,Croatia,9.541,4.037,3.67,2.932,-20.55,December 2011,Croatian Democratic Assembly of Slavonia and Baranja
2015-01-01,30,Croatia,5.556,3.8310000000000004,3.64,31.401999999999997,-12.835,November 2015,Croatia is growing
2015-01-01,60,Croatia,3.7880000000000003,2.778,2.02,32.592,9.091,November 2015,Patriotic Coalition
2015-01-01,90,Croatia,3.2260000000000004,3.2260000000000004,0.0,1.7830000000000001,-22.581,November 2015,Our Own Right
2015-01-01,40,Croatia,3.409,0.0,0.0,1.4609999999999999,32.955,November 2015,People's Party - Reformists
2015-01-01,40,Croatia,2.9589999999999996,0.0,0.0,12.831,8.284,November 2015,Bridge of Independent Lists
2015-01-01,95,Croatia,0.0,0.0,0.0,1.287,31.818,November 2015,Croatian Democratic Assembly of Slavonia and Baranja
2015-01-01,95,Croatia,3.162,0.0,8.943,4.01,-41.012,November 2015,Human Shield
2015-01-01,95,Croatia,1.639,0.0,16.393,3.1919999999999997,16.393,November 2015,Milan Bandić 365 - The Party of Labour and Solidarity
2016-01-01,30,Croatia,3.835,3.2539999999999996,3.2539999999999996,32.795,-10.052,September 2016,People's coalition
2016-01-01,40,Croatia,0.8370000000000001,1.6740000000000002,3.766,3.966,-32.218,September 2016,Coalition for Prime Minister
2016-01-01,90,Croatia,4.093999999999999,1.754,1.17,2.224,14.035,September 2016,Even Stronger Istria Coalition
2016-01-01,40,Croatia,2.115,6.94,1.256,9.648,-3.1060000000000003,September 2016,Bridge of Independent Lists
2016-01-01,70,Croatia,1.912,5.686,3.5780000000000003,32.911,-2.7939999999999996,September 2016,Croatian Democratic Union
1990-01-01,20,Czech Republic,8.442,6.494,5.195,13.200999999999999,-17.532,June 1990,Communist Party of Czechoslovakia
1990-01-01,40,Czech Republic,2.395,1.198,0.599,49.352,14.370999999999999,June 1990,Civic Forum
1990-01-01,60,Czech Republic,6.41,1.2819999999999998,3.846,,37.179,June 1990,Czechoslovak People’s Party
1990-01-01,50,Czech Republic,8.833,2.156,3.005,8.39,20.754,June 1990,Christian and Democratic Union
1990-01-01,90,Czech Republic,3.125,15.625,0.0,10.005,12.5,June 1990,Movement for an Autonomous Democracy - Society for Moravia-Silesia
1992-01-01,20,Czech Republic,5.388999999999999,1.4969999999999999,5.689,14.023,12.874,June 1992,Left Bloc
1992-01-01,30,Czech Republic,4.021,0.268,12.600999999999999,6.518,4.558,June 1992,Czechoslovak Social Democratic Party
1992-01-01,40,Czech Republic,8.184000000000001,3.325,1.79,5.916,12.02,June 1992,Civic Democratic Alliance
1992-01-01,60,Czech Republic,9.091,5.114,0.5680000000000001,,39.773,June 1992,Civic Democratic Party
1992-01-01,60,Czech Republic,10.173,4.072,1.3659999999999999,29.67,22.051,June 1992,Civic Democratic Party - Christian Democratic Party
1992-01-01,40,Czech Republic,0.667,1.3330000000000002,3.333,6.506,2.0,June 1992,Liberal Social Union
1992-01-01,50,Czech Republic,11.255,3.03,2.165,,4.329,June 1992,Christian Democratic Party
1992-01-01,50,Czech Republic,4.494,2.247,2.247,6.2650000000000015,0.0,June 1992,Christian and Democratic Union - Czech People's Party
1992-01-01,70,Czech Republic,8.163,0.0,0.0,5.967000000000001,6.122000000000001,June 1992,Association for the Republic – Republican Party of Czechoslovakia
1992-01-01,90,Czech Republic,9.929,4.965,1.4180000000000001,5.86,4.255,June 1992,Movement for an Autonomous Democracy - Society for Moravia-Silesia
1996-01-01,20,Czech Republic,6.311,5.34,5.34,10.334000000000001,-3.398,May 1996,Communist Party of Bohemia and Moravia
1996-01-01,30,Czech Republic,6.627999999999999,3.3139999999999996,3.3139999999999996,26.443,0.195,May 1996,Czech Social Democratic Party
1996-01-01,40,Czech Republic,3.455,2.364,4.1819999999999995,6.36,23.273000000000003,May 1996,Civic Democratic Alliance
1996-01-01,60,Czech Republic,2.085,2.085,1.723,29.616999999999997,17.498,May 1996,Civic Democratic Party
1996-01-01,50,Czech Republic,6.327000000000001,2.778,2.778,8.076,5.556,May 1996,Christian and Democratic Union - Czech People's Party
1996-01-01,70,Czech Republic,3.478,4.348,0.0,8.006,7.826000000000001,May 1996,Association for the Republic – Republican Party of Czechoslovakia
1996-01-01,95,Czech Republic,2.128,2.128,8.511000000000001,3.09,-19.149,May 1996,Pensioners for a Life Security
1998-01-01,20,Czech Republic,5.569,3.39,1.9369999999999998,11.032,-9.443,June 1998,Communist Party of Bohemia and Moravia
1998-01-01,30,Czech Republic,2.76,4.862,2.102,32.309,0.263,June 1998,Czech Social Democratic Party
1998-01-01,60,Czech Republic,0.41700000000000004,0.278,2.083,27.741,30.278000000000002,June 1998,Civic Democratic Party
1998-01-01,60,Czech Republic,5.232,1.943,0.897,8.604000000000001,6.726,June 1998,Freedom Union
1998-01-01,50,Czech Republic,8.734,2.1830000000000003,1.31,8.996,-6.114,June 1998,Christian and Democratic Union - Czech People's Party
1998-01-01,70,Czech Republic,0.0,0.0,4.348,3.9,0.725,June 1998,Association for the Republic – Republican Party of Czechoslovakia
1998-01-01,95,Czech Republic,1.22,2.439,2.439,3.06,26.22,June 1998,Pensioners for a Life Security
2002-01-01,20,Czech Republic,4.371,3.6710000000000003,2.0980000000000003,18.512,-14.51,June 2002,Communist Party of Bohemia and Moravia
2002-01-01,30,Czech Republic,2.655,2.655,5.31,30.206999999999997,-10.177,June 2002,Czech Social Democratic Party
2002-01-01,60,Czech Republic,3.2319999999999998,0.0,1.795,24.475,40.036,June 2002,Civic Democratic Party
2002-01-01,60,Czech Republic,3.867,1.8419999999999999,1.105,14.276,8.287,June 2002,Christian and Democratic Union - Czech People's Party -  Freedom Union - Democratic Union
2002-01-01,70,Czech Republic,5.178999999999999,0.39799999999999996,2.39,0.97,19.522000000000002,June 2002,Association for the Republic – Republican Party of Czechoslovakia
2006-01-01,10,Czech Republic,12.431,2.585,5.046,6.29,-4.738,June 2006,Green Party
2006-01-01,20,Czech Republic,4.5889999999999995,2.677,6.882999999999999,12.81,-22.18,June 2006,Communist Party of Bohemia and Moravia
2006-01-01,30,Czech Republic,6.194,4.023,6.769,32.32,-12.58,June 2006,Czech Social Democratic Party
2006-01-01,60,Czech Republic,3.4410000000000003,2.489,4.319,35.38,20.791,June 2006,Civic Democratic Party
2006-01-01,50,Czech Republic,4.157,3.628,1.814,7.23,-1.1340000000000001,June 2006,Christian and Democratic Union - Czech People's Party
2010-01-01,10,Czech Republic,8.413,2.7539999999999996,4.907,2.44,-15.472999999999999,May 2010,Green Party
2010-01-01,20,Czech Republic,5.818000000000001,3.273,1.818,11.27,-28.364,May 2010,Communist Party of Bohemia and Moravia
2010-01-01,30,Czech Republic,4.348,1.8230000000000002,4.769,22.09,-10.659,May 2010,Czech Social Democratic Party
2010-01-01,60,Czech Republic,4.762,3.81,1.19,20.22,11.19,May 2010,Civic Democratic Party
2010-01-01,50,Czech Republic,3.5839999999999996,1.8769999999999998,2.9010000000000002,4.4,1.536,May 2010,Christian and Democratic Union - Czech People's Party
2010-01-01,50,Czech Republic,7.175,1.943,1.943,16.71,7.7730000000000015,May 2010,"Tradition, Responsibility, Prosperity 09"
2010-01-01,90,Czech Republic,5.218999999999999,2.491,1.186,10.88,0.8300000000000001,May 2010,Public Affairs
2013-01-01,10,Czech Republic,17.607,2.7089999999999996,7.449,3.2,-30.248,October 2013,Green Party
2013-01-01,20,Czech Republic,7.519,4.511,5.263,14.91,-34.961999999999996,October 2013,Communist Party of Bohemia and Moravia
2013-01-01,30,Czech Republic,16.047,4.651,3.2560000000000002,20.459,-26.279,October 2013,Czech Social Democratic Party
2013-01-01,60,Czech Republic,3.3560000000000003,3.02,3.188,7.73,6.376,October 2013,Civic Democratic Party
2013-01-01,40,Czech Republic,3.867,4.834000000000001,3.4530000000000003,18.657,-9.945,October 2013,ANO 2011
2013-01-01,50,Czech Republic,6.287000000000001,3.892,0.898,6.78,-23.054000000000002,October 2013,Christian and Democratic Union - Czech People's Party
2013-01-01,50,Czech Republic,6.355,6.02,3.177,11.999,-11.370999999999999,October 2013,"Tradition, Responsibility, Prosperity 09"
2013-01-01,70,Czech Republic,0.0,6.186,3.4360000000000004,6.888,5.497999999999999,October 2013,Tomio Okamura's Dawn of Direct Democracy
2017-01-01,20,Czech Republic,2.872,2.611,4.439,7.768,-40.209,October 2017,Communist Party of Bohemia and Moravia
2017-01-01,30,Czech Republic,1.8969999999999998,3.966,8.276,7.278,-36.552,October 2017,Czech Social Democratic Party
2017-01-01,60,Czech Republic,3.825,3.005,1.3659999999999999,11.322000000000001,2.186,October 2017,Civic Democratic Party
2017-01-01,40,Czech Republic,2.076,6.747000000000001,1.4709999999999999,29.642,-13.668,October 2017,ANO 2011
2017-01-01,50,Czech Republic,2.8280000000000003,2.314,1.7990000000000002,5.8020000000000005,-21.337,October 2017,Christian and Democratic Union - Czech People's Party
2017-01-01,50,Czech Republic,1.909,2.727,1.273,5.312,-6.0,October 2017,"Tradition, Responsibility, Prosperity 09"
2017-01-01,60,Czech Republic,3.633,7.361000000000001,0.191,5.18,-22.658,October 2017,Mayors and Independents
2017-01-01,70,Czech Republic,2.427,0.0,0.485,10.642000000000001,-21.359,October 2017,Freedom and Direct Democracy
2017-01-01,95,Czech Republic,3.675,4.6419999999999995,0.193,10.797,-21.083000000000002,October 2017,Czech Pirate Party
1992-01-01,20,Estonia,0.0,1.515,0.0,13.602,31.818,September 1992,Electoral Union ‘Secure Home'
1992-01-01,30,Estonia,3.39,1.9769999999999999,6.215,,-12.147,September 1992,Estonian Social Democratic Party
1992-01-01,30,Estonia,7.229,3.614,0.0,9.728,-10.241,September 1992,Electoral coalition Estonian Rural Center Party - Estonian Social Democratic Party
1992-01-01,40,Estonia,9.027999999999999,0.0,2.778,12.248,0.34700000000000003,September 1992,Electoral Union ‘Popular Front'
1992-01-01,60,Estonia,1.3969999999999998,5.866000000000001,0.27899999999999997,22.003,1.955,September 1992,National Coalition Pro Patria
1992-01-01,60,Estonia,7.774,4.593999999999999,0.0,8.786,14.488,September 1992,Estonian National Independence Party
1992-01-01,80,Estonia,0.0,4.0,0.0,6.881,44.0,September 1992,Electoral Union ‘Estonian Citizen'
1992-01-01,95,Estonia,0.0,0.0,0.0,7.122000000000001,62.5,September 1992,Electoral Union ‘Independent Royalists'
1995-01-01,30,Estonia,0.47200000000000003,2.83,0.943,5.989,-2.83,March 1995,Electoral coalition Estonian Rural Center Party - Estonian Social Democratic Party
1995-01-01,40,Estonia,0.0,1.389,0.0,14.173,-15.277999999999999,March 1995,Estonian Center Party
1995-01-01,40,Estonia,1.818,1.818,0.0,16.188,12.727,March 1995,Estonian Reform Party
1995-01-01,60,Estonia,9.294,5.176,0.0,5.003,5.765,March 1995,Republican and Conservative People’s Party ‘Right-wingers'
1995-01-01,60,Estonia,5.521,3.681,0.0,7.859,9.202,March 1995,Electoral Union Pro Patria and Estonian National Independence Party
1995-01-01,80,Estonia,0.957,4.545,0.478,,5.742000000000001,March 1995,Coalition Party
1995-01-01,80,Estonia,0.957,4.545,0.478,32.23,5.742000000000001,March 1995,Coalition Party and Rural Union
1995-01-01,90,Estonia,0.0,1.98,1.98,5.874000000000001,-13.860999999999999,March 1995,Electoral Union ‘Our Home is Estonia'
1999-01-01,30,Estonia,2.9939999999999998,1.198,1.198,15.205,-10.18,March 1999,People’s Party Moderates
1999-01-01,40,Estonia,0.405,2.024,7.287000000000001,23.414,16.194000000000003,March 1999,Estonian Center Party
1999-01-01,40,Estonia,0.0,0.0,7.0310000000000015,15.919,8.594,March 1999,Estonian Reform Party
1999-01-01,60,Estonia,0.0,0.0,1.235,16.09,22.221999999999998,March 1999,Pro Patria Union
1999-01-01,80,Estonia,1.37,5.479,1.37,7.632999999999999,6.849,March 1999,Coalition Party
1999-01-01,80,Estonia,0.633,3.165,1.899,7.27,-12.658,March 1999,Estonian Rural People’s Party
1999-01-01,90,Estonia,0.0,2.5639999999999996,5.127999999999999,6.13,-24.359,March 1999,Estonian United People’s Party
2003-01-01,30,Estonia,5.8820000000000014,3.2680000000000002,5.229,7.0360000000000005,-1.307,March 2003,People’s Party Moderates
2003-01-01,40,Estonia,6.667000000000001,7.222,6.388999999999999,25.403000000000002,0.833,March 2003,Estonian Center Party
2003-01-01,40,Estonia,4.28,7.782,3.502,17.711,3.891,March 2003,Estonian Reform Party
2003-01-01,60,Estonia,0.585,0.0,4.093999999999999,24.615,-1.754,March 2003,Union for the Republic
2003-01-01,80,Estonia,0.0,0.8370000000000001,7.95,13.027000000000001,5.439,March 2003,Estonian People’s Union
2003-01-01,60,Estonia,0.0,0.0,0.0,7.3,24.468000000000004,March 2003,Pro Patria Union
2007-01-01,10,Estonia,17.273,0.909,1.364,7.1400000000000015,-14.545,March 2007,Estonian Greens
2007-01-01,30,Estonia,4.895,10.35,4.336,10.06,-9.231,March 2007,Social Democratic Party
2007-01-01,40,Estonia,3.5810000000000004,8.951000000000002,3.069,26.08,-29.156,March 2007,Estonian Center Party
2007-01-01,40,Estonia,5.401,7.317,0.6970000000000001,27.82,7.143,March 2007,Estonian Reform Party
2007-01-01,60,Estonia,2.641,3.1689999999999996,2.113,17.87,5.81,March 2007,Pro Patria and Res Publica Union
2007-01-01,80,Estonia,5.755,5.0360000000000005,10.072000000000001,7.13,-9.353,March 2007,Estonian People’s Union
2011-01-01,10,Estonia,8.960000000000003,7.225000000000001,1.734,3.795,-5.78,March 2011,Estonian Greens
2011-01-01,30,Estonia,5.977,7.916,5.17,17.093,-8.239,March 2011,Social Democratic Party
2011-01-01,40,Estonia,3.1319999999999997,5.593,5.369,23.320999999999998,-12.975,March 2011,Estonian Center Party
2011-01-01,40,Estonia,4.898,10.815999999999999,1.02,28.559,3.0610000000000004,March 2011,Estonian Reform Party
2011-01-01,60,Estonia,4.338,4.338,0.868,20.521,3.2539999999999996,March 2011,Pro Patria and Res Publica Union
2011-01-01,80,Estonia,6.7730000000000015,7.57,2.7889999999999997,2.1180000000000003,0.0,March 2011,Estonian People’s Union
2015-01-01,30,Estonia,3.932,4.995,4.57,15.186,-11.69,March 2015,Social Democratic Party
2015-01-01,40,Estonia,4.593999999999999,5.36,4.593999999999999,24.811999999999998,-21.746,March 2015,Estonian Center Party
2015-01-01,40,Estonia,5.556,9.381,1.093,27.688000000000002,0.546,March 2015,Estonian Reform Party
2015-01-01,60,Estonia,1.764,3.935,2.5780000000000003,8.688,-7.327000000000001,March 2015,Free Party
2015-01-01,60,Estonia,2.202,7.315,2.415,13.7,9.304,March 2015,Pro Patria and Res Publica Union
2015-01-01,70,Estonia,3.82,4.27,1.124,8.146,12.809000000000001,March 2015,Conservative People's Party of Estonia
1990-01-01,30,Hungary,1.825,2.19,6.204,10.895,-8.394,March 1990,Hungarian Socialist Party
1990-01-01,30,Hungary,2.778,0.0,9.259,2.1180000000000003,-15.741,March 1990,Hungarian Social Democratic Party
1990-01-01,60,Hungary,7.813,0.7809999999999999,0.7809999999999999,8.952,4.688,March 1990,Federation of Young Democrats
1990-01-01,40,Hungary,0.0,0.0,3.2260000000000004,21.396,7.527,March 1990,Alliance of Free Democrats
1990-01-01,50,Hungary,11.043,0.0,0.0,22.894000000000002,0.0,March 1990,Hungarian Democratic Forum
1990-01-01,50,Hungary,1.57,1.121,2.4659999999999997,6.46,18.160999999999998,March 1990,Christian Democratic People’s Party
1990-01-01,80,Hungary,0.0,0.0,2.174,11.735,15.217,March 1990,Independent Smallholders’ Party
1990-01-01,80,Hungary,5.172000000000001,0.0,3.448,0.0,1.724,March 1990,Agrarian Alliance
1994-01-01,30,Hungary,3.01,5.351,5.0169999999999995,32.99,6.02,May 1994,Hungarian Socialist Party
1994-01-01,30,Hungary,1.9380000000000002,7.171,6.395,0.6,-15.890999999999998,May 1994,Hungarian Social Democratic Party
1994-01-01,60,Hungary,1.4180000000000001,2.364,3.073,7.025,22.695,May 1994,Federation of Young Democrats
1994-01-01,40,Hungary,0.0,0.0,1.754,19.738,28.947,May 1994,Alliance of Free Democrats
1994-01-01,50,Hungary,10.517999999999999,0.47100000000000003,0.47100000000000003,11.735999999999999,0.785,May 1994,Hungarian Democratic Forum
1994-01-01,50,Hungary,5.556,0.483,1.208,7.028,-0.725,May 1994,Christian Democratic People’s Party
1994-01-01,80,Hungary,0.0,1.205,1.205,8.82,19.277,May 1994,Independent Smallholders’ Party
1998-01-01,30,Hungary,2.459,0.0,7.377000000000001,33.51,5.7379999999999995,May 1998,Hungarian Socialist Party
1998-01-01,60,Hungary,4.583,4.583,0.0,28.17,7.707999999999999,May 1998,Federation of Young Democrats - Hungarian Civic Party - Hungarian Democratic Forum- Alliance
1998-01-01,40,Hungary,3.489,4.984,1.153,7.71,-2.928,May 1998,Alliance of Free Democrats
1998-01-01,50,Hungary,1.724,3.202,0.493,2.85,19.458,May 1998,Hungarian Democratic Forum
1998-01-01,50,Hungary,3.545,6.348,4.617,2.339,-4.287,May 1998,Christian Democratic People’s Party
1998-01-01,70,Hungary,0.6709999999999999,0.0,4.027,5.57,22.819000000000003,May 1998,Hungarian Justice and Life Party
1998-01-01,80,Hungary,0.0,0.0,0.0,13.38,7.245,May 1998,Independent Smallholders’ Party
2002-01-01,30,Hungary,0.9620000000000001,1.923,0.0,42.053000000000004,-14.423,April 2002,Hungarian Socialist Party
2002-01-01,60,Hungary,2.276,8.498,0.303,41.07,8.649000000000001,April 2002,Federation of Young Democrats - Hungarian Civic Party - Hungarian Democratic Forum- Alliance
2002-01-01,40,Hungary,3.53,5.159,12.937000000000001,5.574,0.623,April 2002,Alliance of Free Democrats
2002-01-01,50,Hungary,4.428,0.43200000000000005,4.86,,-5.94,April 2002,Hungarian Democratic Forum
2002-01-01,80,Hungary,0.0,0.633,4.43,1.2,6.329,April 2002,Independent Smallholders’ Party
2006-01-01,30,Hungary,2.496,2.79,12.922,48.19,1.175,April 2006,Hungarian Socialist Party
2006-01-01,30,Hungary,0.36200000000000004,2.8930000000000002,12.297,,-20.434,April 2006,Hungarian Social Democratic Party
2006-01-01,60,Hungary,3.2739999999999996,5.184,4.9110000000000005,42.49,-12.277999999999999,April 2006,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party
2006-01-01,40,Hungary,4.728,5.359,9.141,4.66,9.614,April 2006,Alliance of Free Democrats
2006-01-01,50,Hungary,4.659,3.467,3.467,2.85,11.159,April 2006,Hungarian Democratic Forum
2010-01-01,10,Hungary,14.089,0.514,10.467,4.15,-19.883,April 2010,Politics Can Be Different
2010-01-01,30,Hungary,2.867,3.4,4.8,15.28,-15.2,April 2010,Hungarian Socialist Party
2010-01-01,30,Hungary,7.5470000000000015,3.7739999999999996,7.5470000000000015,0.08,-22.642,April 2010,Hungarian Social Democratic Party
2010-01-01,60,Hungary,0.5820000000000001,1.1640000000000001,7.662000000000001,67.88,-4.462,April 2010,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party
2010-01-01,70,Hungary,3.306,3.7110000000000003,1.653,12.18,14.328,April 2010,Movement for a Better Hungary
2014-01-01,10,Hungary,12.190999999999999,1.08,11.876,5.273,-10.706,April 2014,Politics Can Be Different
2014-01-01,30,Hungary,1.238,4.164,11.593,19.88,-12.887,April 2014,Hungarian Socialist Party
2014-01-01,20,Hungary,3.032,4.0280000000000005,9.225,2.742,-6.496,April 2014,Democratic Coalition
2014-01-01,20,Hungary,2.124,1.699,11.225999999999999,2.057,0.607,April 2014,Together 2014 -Dialogue for Hungary Electoral Alliance
2014-01-01,60,Hungary,0.0,0.0,1.416,44.63,35.411,April 2014,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party
2014-01-01,70,Hungary,2.909,2.95,1.733,20.583000000000002,-7.324,April 2014,Movement for a Better Hungary
2018-01-01,10,Hungary,9.527,4.874,3.471,7.055,-20.089000000000002,April 2018,Politics Can Be Different
2018-01-01,20,Hungary,5.367999999999999,0.596,13.055,1.787,-36.05,April 2018,Dialogue for Hungary
2018-01-01,30,Hungary,2.6830000000000003,4.471,9.687,10.124,-19.820999999999998,April 2018,Hungarian Socialist Party
2018-01-01,20,Hungary,2.364,3.7039999999999997,7.486000000000001,5.376,-12.648,April 2018,Democratic Coalition
2018-01-01,20,Hungary,2.8960000000000004,3.9339999999999997,4.973,0.655,-15.628,April 2018,Together 2014 -Dialogue for Hungary Electoral Alliance
2018-01-01,60,Hungary,0.0,0.0,0.44799999999999995,49.273999999999994,48.655,April 2018,Alliance of Federation of Young Democrats - Christian Democratic People's Party
2018-01-01,70,Hungary,3.1519999999999997,2.832,4.203,19.064,-15.120999999999999,April 2018,Movement for a Better Hungary
1993-01-01,20,Latvia,0.0,2.273,0.0,12.008,20.455,June 1993,Harmony for Latvia - Rebirth of the Economy
1993-01-01,40,Latvia,0.0,0.0,0.44799999999999995,32.412,15.695,June 1993,Latvian Way Union
