,partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
48,Austrian Social Democratic Party,1959,SOC,0.0,0.0,12.0,1,44.786,-16.0,-14.0,44.786,Austria
49,Austrian Social Democratic Party,1962,SOC,0.7000000000000001,0.0,13.6,1,44.0,-13.5,-14.0,44.0,Austria
50,Austrian Social Democratic Party,1966,SOC,6.5,0.6,4.9,1,42.565,-15.8,-14.0,42.565,Austria
51,Austrian Social Democratic Party,1970,SOC,0.0,0.0,0.0,1,48.42,-54.3,-14.0,48.42,Austria
52,Austrian Social Democratic Party,1971,SOC,2.6,5.600000000000001,6.100000000000001,1,50.037,-13.8,-14.0,50.037,Austria
53,Austrian Social Democratic Party,1975,SOC,3.4,6.100000000000001,12.0,1,50.422,-18.9,-14.0,50.422,Austria
54,Austrian Social Democratic Party,1979,SOC,0.7000000000000001,4.8,5.4,1,51.028,-5.7,-14.0,51.028,Austria
55,Austrian Social Democratic Party,1983,SOC,3.3,9.3,7.7,1,47.647,-21.2,-14.0,47.647,Austria
56,Austrian Social Democratic Party,1986,SOC,4.8,9.9,6.2,1,43.115,-7.100000000000001,-14.0,43.115,Austria
57,Austrian Social Democratic Party,1990,SOC,5.2,17.8,6.9,1,42.78100000000001,-7.600000000000001,-14.0,42.78100000000001,Austria
58,Austrian Social Democratic Party,1994,SOC,4.455,7.756,6.601,1,34.918,-11.056,-14.0,34.918,Austria
59,Austrian Social Democratic Party,1995,SOC,0.0,1.931,17.761,1,38.059,20.849,-14.0,38.059,Austria
60,Austrian Social Democratic Party,1999,SOC,3.56,3.56,11.123,1,33.2,-13.347999999999999,-14.0,33.2,Austria
61,Austrian Social Democratic Party,2002,SOC,3.823,4.257,11.468,1,36.51,-21.199,-14.0,36.51,Austria
62,Austrian Social Democratic Party,2006,SOC,4.438,4.022,14.424000000000001,1,35.34,-15.118,-14.0,35.34,Austria
63,Austrian Social Democratic Party,2008,SOC,5.985,4.1560000000000015,16.625,1,29.26,-17.872,-14.0,29.26,Austria
64,Austrian Social Democratic Party,2013,SOC,6.7589999999999995,1.655,12.276,1,26.81900000000001,-38.483000000000004,-14.0,26.81900000000001,Austria
65,Austrian Social Democratic Party,2017,SOC,2.239,1.7990000000000002,12.812000000000001,1,26.859,-21.916,-14.0,26.859,Austria
66,Austrian Social Democratic Party,2019,SOC,3.665,4.503,15.079,1,21.180999999999997,-39.424,-14.0,21.180999999999997,Austria
67,Freedom Movement,1995,NAT,0.0,2.685,6.04,1,21.885,55.705,10.25,21.885,Austria
68,Green Alternative,1986,ECO,1.8,18.4,9.2,1,4.823,-15.2,-13.65,4.823,Austria
69,Green Alternative,1990,ECO,3.0,20.9,6.9,1,4.784,-12.4,-13.65,4.784,Austria
70,League of Independents,1949,NAT,2.9,0.0,8.6,1,11.667,4.7,10.25,11.667,Austria
71,League of Independents,1953,NAT,3.8,0.0,7.7,1,10.949000000000002,-3.6,10.25,10.949000000000002,Austria
72,Liberal Forum,1994,LIB,2.667,4.0,10.667,1,5.97,34.0,4.61,5.97,Austria
73,Liberal Forum,1995,LIB,0.0,5.8820000000000014,14.706,1,5.513,64.706,4.61,5.513,Austria
74,Peter Pilz List,2017,ECO,0.0,1.4080000000000001,5.6339999999999995,1,4.409,-7.0420000000000025,-13.65,4.409,Austria
75,Team Stronach for Austria,2013,SIP,4.854,3.4789999999999996,5.178,1,5.725000000000001,0.971,3.36,5.725000000000001,Austria
76,The Greens,1994,ECO,0.0,30.799,0.387,1,7.307,6.572,-13.65,7.307,Austria
77,The Greens,1995,ECO,0.0,7.692,11.966,1,4.815,19.658,-13.65,4.815,Austria
78,The Greens,1999,ECO,0.7140000000000001,8.776,20.204,1,7.4,-15.102,-13.65,7.4,Austria
79,The Greens,2002,ECO,3.358,8.029,14.599,1,9.47,-20.875999999999998,-13.65,9.47,Austria
80,The Greens,2006,ECO,6.926,8.947000000000003,11.977,1,11.05,-20.058,-13.65,11.05,Austria
81,The Greens,2008,ECO,2.439,12.195,18.364,1,10.43,-9.469,-13.65,10.43,Austria
82,The Greens,2013,ECO,2.4619999999999997,9.265,11.311,1,12.415999999999999,-13.94,-13.65,12.415999999999999,Austria
83,The Greens,2017,ECO,3.687,12.627,12.902999999999999,1,3.8,-22.212,-13.65,3.8,Austria
84,The Greens,2019,ECO,3.513,11.814,9.135,1,13.9,-21.695,-13.65,13.9,Austria
85,The New Austria,2013,LIB,0.098,6.2620000000000005,6.36,1,4.9639999999999995,-13.796,4.61,4.9639999999999995,Austria
86,The New Austria and Liberal Forum,2017,LIB,0.0,0.0,12.698,1,5.296,-2.381,4.61,5.296,Austria
87,The New Austria and Liberal Forum,2019,LIB,2.818,3.16,5.978,1,8.103,-10.077,4.61,8.103,Austria
0,Christian Democratic Union,1993,CHR,3.846,1.923,1.923,1,5.013,5.769,6.13,5.013,Latvia
1,Coalition Latvian National Conservative Party and Latvian Green Party,1995,CON,2.128,12.765999999999998,0.0,1,6.346,12.765999999999998,11.64,6.346,Latvia
2,"Coalition of Latvian Farmers' Union, Latvian Christian Democratic Union and Democratic Party of Latgale",1995,AGR,4.0,2.0,0.0,1,6.3610000000000015,26.0,1.01,6.3610000000000015,Latvia
3,Concord Centre,2006,LEF,0.0,0.0,14.474,1,14.423,-26.316,-23.66,14.423,Latvia
4,Concord Centre,2010,LEF,0.0,0.0,4.412,1,26.608,13.235,-23.66,26.608,Latvia
5,Concord Centre,2011,LEF,0.0,0.0,14.634,1,28.62,17.073,-23.66,28.62,Latvia
6,Democratic Centre Party,1993,LIB,6.79,3.7039999999999997,3.7039999999999997,1,4.766,4.3210000000000015,4.61,4.766,Latvia
7,Democratic Party ‘Saimnieks’,1995,LIB,1.754,0.0,3.509,1,15.222000000000001,-26.316,4.61,15.222000000000001,Latvia
8,Development/For!,2018,LIB,1.042,2.083,17.708,1,12.12,-16.667,4.61,12.12,Latvia
9,Equal Rights,1993,ETH,0.0,0.0,0.0,1,5.763,2.9410000000000003,-9.04,5.763,Latvia
10,For Fatherland and Freedom,1993,NAT,5.8820000000000014,0.0,0.0,1,5.352,11.765,10.25,5.352,Latvia
11,For Fatherland and Freedom,1995,NAT,1.724,0.0,0.0,1,11.993,1.724,10.25,11.993,Latvia
12,For Fatherland and Freedom - Latvian National Independence Movement,1998,NAT,3.883,2.481,2.481,1,14.732000000000001,0.971,10.25,14.732000000000001,Latvia
13,For Fatherland and Freedom - Latvian National Independence Movement,2002,NAT,2.667,2.667,1.3330000000000002,1,5.392,8.0,10.25,5.392,Latvia
14,For Fatherland and Freedom - Latvian National Independence Movement,2006,NAT,1.9609999999999999,1.9609999999999999,35.29400000000001,1,6.941,7.843,10.25,6.941,Latvia
15,For Human Rights in a United Latvia,2002,SOC,1.6130000000000002,0.0,4.8389999999999995,1,19.095,1.6130000000000002,-14.0,19.095,Latvia
16,For Human Rights in a United Latvia,2006,SOC,0.0,1.695,8.475,1,6.026,-22.034000000000002,-14.0,6.026,Latvia
17,For Latvia from the Heart,2014,CON,2.0,2.0,4.0,1,6.897,6.0,11.64,6.897,Latvia
18,For a Good Latvia,2010,LIB,0.0,0.0,0.0,1,7.819,33.333,4.61,7.819,Latvia
19,Greens' and Farmers’ Union,2002,AGR,0.0,11.628,6.977,1,9.468,-6.977,1.01,9.468,Latvia
20,Greens' and Farmers’ Union,2006,AGR,0.0,6.6670000000000025,1.6669999999999998,1,16.705,-6.6670000000000025,1.01,16.705,Latvia
21,Greens' and Farmers’ Union,2010,AGR,6.452000000000001,11.29,3.2260000000000004,1,20.112000000000002,-1.6130000000000002,1.01,20.112000000000002,Latvia
22,Greens' and Farmers’ Union,2011,AGR,4.8389999999999995,11.29,1.6130000000000002,1,12.327,11.29,1.01,12.327,Latvia
23,Greens' and Farmers’ Union,2014,AGR,6.6670000000000025,7.778,1.111,1,19.658,1.111,1.01,19.658,Latvia
24,Greens' and Farmers’ Union,2018,AGR,3.509,1.754,3.509,1,9.973,-5.263,1.01,9.973,Latvia
25,Harmony for Latvia - Rebirth of the Economy,1993,LEF,2.273,0.0,0.0,1,12.008,20.455,-23.66,12.008,Latvia
26,Latvian Association of Regions,2014,ETH,0.0,1.923,7.692,1,6.7079999999999975,25.0,-9.04,6.7079999999999975,Latvia
27,Latvian Farmers’ Union,1993,AGR,0.8059999999999999,6.047999999999999,0.0,1,10.651,5.242000000000001,1.01,10.651,Latvia
28,Latvian Liberal Party,1993,LIB,9.605,5.65,1.695,1,0.136,20.904,4.61,0.136,Latvia
29,Latvian National Independence Movement,1993,CON,13.855,4.819,0.0,1,13.355,19.88,11.64,13.355,Latvia
30,Latvian Social Democratic Alliance,1998,SOC,5.4979999999999976,2.229,2.675,1,12.878,-1.932,-14.0,12.878,Latvia
31,Latvian Socialist Party,1995,SOC,0.0,0.0,4.651,1,5.607,-39.535,-14.0,5.607,Latvia
32,Latvian Unity Party,1995,LEF,3.39,1.695,1.695,1,7.182,-16.949,-23.66,7.182,Latvia
33,Latvian Way Union,1993,LIB,0.0,0.0,0.44799999999999995,1,32.412,15.695,4.61,32.412,Latvia
34,Latvian Way Union,1995,LIB,7.143,0.0,2.381,1,14.714,28.570999999999998,4.61,14.714,Latvia
35,Latvian Way Union,1998,LIB,3.903,6.595,1.2109999999999999,1,18.148,4.441,4.61,18.148,Latvia
36,Latvian Way Union,2002,LIB,9.375,0.0,0.0,1,4.89,-1.5619999999999998,4.61,4.89,Latvia
37,Latvia’s First Party,2002,CHR,6.349,0.0,0.0,1,9.569,4.762,6.13,9.569,Latvia
38,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2010,NAT,0.0,0.0,1.724,1,7.835,31.034000000000002,10.25,7.835,Latvia
39,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2011,NAT,0.0,3.9219999999999997,7.843,1,14.005999999999998,41.176,10.25,14.005999999999998,Latvia
40,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2014,NAT,11.667,1.6669999999999998,6.6670000000000025,1,16.719,-1.6669999999999998,10.25,16.719,Latvia
41,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2018,NAT,5.1720000000000015,5.1720000000000015,6.897,1,11.08,1.724,10.25,11.08,Latvia
42,National Harmony Party,1995,LEF,2.174,0.0,2.174,1,5.577000000000001,-19.565,-23.66,5.577000000000001,Latvia
43,National Harmony Party,1998,LEF,3.361,2.521,5.042,1,14.200999999999999,-17.647000000000006,-23.66,14.200999999999999,Latvia
44,New Conservative Party,2018,CON,2.8569999999999998,0.0,1.429,1,13.67,20.0,11.64,13.67,Latvia
45,New Era,2002,CON,4.478,2.985,4.478,1,23.979,-8.955,11.64,23.979,Latvia
46,New Era,2006,CON,0.0,1.493,2.985,1,16.375999999999998,-7.462999999999999,11.64,16.375999999999998,Latvia
47,New Party,1998,LIB,3.488,1.163,0.0,1,7.348,19.767,4.61,7.348,Latvia
48,People’s Party,1998,CON,3.484,1.844,0.615,1,21.305,4.918,11.64,21.305,Latvia
49,People’s Party,2002,CON,0.0,0.0,0.0,1,16.687,5.0,11.64,16.687,Latvia
50,People’s Party,2006,CON,0.0,0.0,0.0,1,19.558,19.444000000000006,11.64,19.558,Latvia
51,Popular Movement for Latvia-Zigerista Party,1995,NAT,6.6670000000000025,0.0,0.0,1,14.966,13.333,10.25,14.966,Latvia
52,Social Democartic Party Harmony,2014,SOC,4.255,0.0,29.787,1,23.153000000000002,12.765999999999998,-14.0,23.153000000000002,Latvia
53,Social Democartic Party Harmony,2018,SOC,0.0,0.0,7.0420000000000025,1,19.919,-9.859,-14.0,19.919,Latvia
54,Unity,2010,CON,2.8569999999999998,0.0,4.2860000000000005,1,31.903000000000002,5.7139999999999995,11.64,31.903000000000002,Latvia
55,Unity,2011,CON,11.667,3.333,3.333,1,19.0,-8.333,11.64,19.0,Latvia
56,Unity,2014,CON,1.818,0.0,5.455,1,22.011,5.455,11.64,22.011,Latvia
57,Unity,2018,CON,0.0,0.0,5.332999999999998,1,6.739,4.0,11.64,6.739,Latvia
58,Who owns the state?,2018,NAT,0.0,0.0,1.724,1,14.334000000000001,44.828,10.25,14.334000000000001,Latvia
59,Zatlers' Reform Party,2011,CON,6.349,0.0,4.762,1,21.014,-1.587,11.64,21.014,Latvia
60,‘Latvia's First Party' and ‘Latvian Way' Union,2006,LIB,4.478,1.493,0.0,1,8.581,8.955,4.61,8.581,Latvia
0,Centre Union,1974,CHR,0.0,0.0,5.67,1,20.423,-32.99,6.13,20.423,Greece
1,Coalition of the Radical Left,2004,LEF,1.25,4.375,6.875,1,3.262,-20.625,-23.66,3.262,Greece
2,Coalition of the Radical Left,2007,LEF,0.0,1.786,3.571,1,5.045,8.929,-23.66,5.045,Greece
3,Coalition of the Radical Left,2009,LEF,0.0,2.381,7.143,1,4.602,21.429000000000002,-23.66,4.602,Greece
4,Coalition of the Radical Left,2012,LEF,0.741,1.111,3.7039999999999997,1,16.781,-35.556,-23.66,16.781,Greece
5,Coalition of the Radical Left,2015,LEF,2.8789999999999996,4.73,2.431,2,71.80000000000003,-31.978,-23.66,35.90000000000001,Greece
6,Coalition of the Radical Left - Unionist Social Front,2012,LEF,20.142,9.406,1.952,1,26.886999999999997,-25.732,-23.66,26.886999999999997,Greece
7,Communist Party of Greece,1974,LEF,0.0,0.205,5.7379999999999995,1,5.92,-28.689,-23.66,5.92,Greece
8,Communist Party of Greece,1977,LEF,0.0,1.22,6.098,1,9.362,-15.244000000000002,-23.66,9.362,Greece
9,Communist Party of Greece,1981,LEF,0.0,0.0,2.439,1,10.937999999999999,-6.098,-23.66,10.937999999999999,Greece
10,Communist Party of Greece,1985,LEF,0.0,1.969,5.47,1,9.89,3.5010000000000003,-23.66,9.89,Greece
11,Communist Party of Greece,1993,LEF,0.858,0.858,10.3,1,4.54,1.931,-23.66,4.54,Greece
12,Communist Party of Greece,1996,LEF,0.6,0.0,4.796,1,5.61,-11.030999999999999,-23.66,5.61,Greece
13,Communist Party of Greece,2000,LEF,1.86,0.233,8.14,1,5.53,-34.186,-23.66,5.53,Greece
14,Communist Party of Greece,2004,LEF,0.862,0.862,1.724,1,5.896,8.621,-23.66,5.896,Greece
15,Communist Party of Greece,2007,LEF,0.0,0.763,3.053,1,8.154,-53.435,-23.66,8.154,Greece
16,Communist Party of Greece,2009,LEF,0.0,0.0,0.0,1,7.541,70.58800000000002,-23.66,7.541,Greece
17,Communist Party of Greece,2012,LEF,0.0,0.0,2.8310000000000004,2,12.98,17.259,-23.66,6.49,Greece
18,Communist Party of Greece,2015,LEF,0.0,0.0,3.2260000000000004,2,10.759,-7.657999999999999,-23.66,5.379499999999998,Greece
19,Democratic Left,2012,LEF,6.456,10.505999999999998,5.57,2,12.362,-6.709000000000001,-23.66,6.181,Greece
20,Democratic Social Movement,1996,SOC,9.891,0.713,8.131,1,4.437,-17.166,-14.0,4.437,Greece
21,Golden Dawn,2012,NAT,4.302,0.0,7.526,2,13.892000000000001,38.172,10.25,6.946000000000001,Greece
22,Golden Dawn,2015,NAT,0.581,1.744,0.0,1,6.136,2.326,10.25,6.136,Greece
23,Independent Greeks,2012,NAT,0.0,0.0,9.032,2,18.118,-12.258,10.25,9.059,Greece
24,Independent Greeks,2015,NAT,0.0,0.0,7.692,1,4.635,46.153999999999996,10.25,4.635,Greece
25,National Alignment,1977,CON,0.0,0.0,1.754,1,6.8229999999999995,12.280999999999999,11.64,6.8229999999999995,Greece
26,New Democracy,1974,CHR,0.0,0.0,2.381,1,54.37300000000001,-3.571,6.13,54.37300000000001,Greece
27,New Democracy,1977,CHR,0.0,0.0,0.0,1,41.841,32.298,6.13,41.841,Greece
28,New Democracy,1981,CHR,0.0,1.8430000000000002,3.2260000000000004,1,35.875,24.424,6.13,35.875,Greece
29,New Democracy,1985,CHR,0.0,0.0,1.4669999999999999,1,40.843,3.667,6.13,40.843,Greece
30,New Democracy,1989,CHR,0.0,0.802,1.07,2,90.466,35.968,6.13,45.233,Greece
31,New Democracy,1990,CHR,0.0,1.604,2.1390000000000002,1,46.888999999999996,29.947,6.13,46.888999999999996,Greece
32,New Democracy,1993,CHR,0.0,2.2119999999999997,2.2119999999999997,1,39.295,35.398,6.13,39.295,Greece
33,New Democracy,1996,CHR,16.753,14.94,0.45,1,38.124,-11.164000000000001,6.13,38.124,Greece
34,New Democracy,2000,CHR,3.977,3.841,2.033,1,42.73,-4.971,6.13,42.73,Greece
35,New Democracy,2004,CHR,6.495,6.119,0.659,1,45.361999999999995,-17.602999999999994,6.13,45.361999999999995,Greece
36,New Democracy,2007,CHR,0.0,9.455,5.609,1,41.835,-12.66,6.13,41.835,Greece
37,New Democracy,2009,CHR,0.0,18.252,3.221,1,33.477,-16.258,6.13,33.477,Greece
38,New Democracy,2012,CHR,0.0,0.0,27.272,2,48.50700000000001,22.726999999999997,6.13,24.253500000000006,Greece
39,New Democracy,2015,CHR,1.839,1.439,0.617,2,54.56399999999999,4.745,6.13,27.281999999999996,Greece
40,Panhellenic Socialist Movement,1974,SOC,0.0,0.368,13.628,1,13.575,-37.569,-14.0,13.575,Greece
41,Panhellenic Socialist Movement,1977,SOC,4.253,5.9170000000000025,4.771,1,25.343000000000004,-27.182,-14.0,25.343000000000004,Greece
42,Panhellenic Socialist Movement,1981,SOC,4.313,3.2430000000000003,6.8870000000000005,1,48.074,-27.115,-14.0,48.074,Greece
43,Panhellenic Socialist Movement,1985,SOC,4.809,3.545,4.285,1,45.824,-28.636999999999997,-14.0,45.824,Greece
44,Panhellenic Socialist Movement,1989,SOC,7.370000000000001,4.556,6.712000000000001,2,79.80199999999998,-14.655,-14.0,39.901,Greece
45,Panhellenic Socialist Movement,1990,SOC,5.895,3.305,4.109,1,38.613,-29.701,-14.0,38.613,Greece
46,Panhellenic Socialist Movement,1993,SOC,6.6739999999999995,6.569,3.529,1,46.883,-18.762999999999998,-14.0,46.883,Greece
47,Panhellenic Socialist Movement,1996,SOC,10.754000000000001,4.023,3.912,1,41.495,-13.795,-14.0,41.495,Greece
48,Panhellenic Socialist Movement,2000,SOC,8.734,5.937,1.847,1,43.79,-17.23,-14.0,43.79,Greece
49,Panhellenic Socialist Movement,2004,SOC,7.7189999999999985,6.467000000000001,1.6019999999999999,1,40.548,-9.467,-14.0,40.548,Greece
50,Panhellenic Socialist Movement,2007,SOC,2.866,6.494,3.8510000000000004,1,38.097,-14.644,-14.0,38.097,Greece
51,Panhellenic Socialist Movement,2009,SOC,4.718,9.667,4.022,1,43.923,-20.726999999999997,-14.0,43.923,Greece
52,Panhellenic Socialist Movement,2012,SOC,0.245,0.0,2.9410000000000003,2,25.459000000000003,6.525499999999999,-14.0,12.729500000000002,Greece
53,Panhellenic Socialist Movement,2015,SOC,0.242,9.459,3.909,2,10.113,-31.1485,-14.0,5.0565,Greece
54,Political Spring,1993,CHR,2.217,9.031,0.7390000000000001,1,4.874,-0.985,6.13,4.874,Greece
55,Political Spring,1996,CHR,2.332,1.4580000000000002,2.915,1,2.944,16.618,6.13,2.944,Greece
56,Popular Orthodox Rally,2007,NAT,0.0,3.665,4.338,1,3.795,-1.571,10.25,3.795,Greece
57,Popular Orthodox Rally,2012,NAT,2.8080000000000003,4.212,2.964,1,2.9010000000000002,7.02,10.25,2.9010000000000002,Greece
58,Popular Unity,2015,LEF,1.702,0.426,0.0,1,2.86,-40.426,-23.66,2.86,Greece
59,Progressive Left Coalition,1989,LEF,2.9210000000000003,7.87,5.977,2,24.094,-11.04,-23.66,12.047,Greece
60,Progressive Left Coalition,1990,LEF,2.131,4.688,6.392,1,10.28,-19.317999999999998,-23.66,10.28,Greece
61,Progressive Left Coalition,1996,LEF,0.0,3.7039999999999997,6.6670000000000025,1,5.119,19.259,-23.66,5.119,Greece
62,Progressive Left Coalition,2000,LEF,2.7289999999999996,4.386,9.259,1,3.2,-24.951,-23.66,3.2,Greece
63,The River,2015,SOC,7.856,5.326000000000001,0.932,1,5.9060000000000015,-12.915999999999999,-14.0,5.9060000000000015,Greece
64,Union of Centrists,2015,LIB,0.862,1.525,1.061,1,3.352,-1.393,4.61,3.352,Greece
65,Union of the Democratic Centre,1977,CHR,1.6669999999999998,0.33299999999999996,4.0,1,11.946,-16.333,6.13,11.946,Greece
0,Agrarian Party,1944,AGR,0.0,0.0,0.0,1,13.6,23.81,1.01,13.6,Sweden
1,Communist Party of Sweden,1944,LEF,0.0,0.0,0.0,1,10.3,9.6,-23.66,10.3,Sweden
2,People’s Party,1944,LIB,0.0,0.0,1.6,1,12.9,9.5,4.61,12.9,Sweden
3,Right Party,1944,CON,0.0,0.0,5.3,1,15.8,28.0,11.64,15.8,Sweden
4,Social Democratic Labour Party,1944,SOC,0.0,0.0,5.600000000000001,1,46.5,-37.8,-14.0,46.5,Sweden
5,Agrarian Party,1948,AGR,0.0,0.0,2.1,1,12.385,-4.9,1.01,12.385,Sweden
6,Communist Party of Sweden,1948,LEF,0.0,0.0,6.0,1,6.312,-44.0,-23.66,6.312,Sweden
7,People’s Party,1948,LIB,0.0,0.0,5.8,1,22.749000000000002,22.9,4.61,22.749000000000002,Sweden
8,Right Party,1948,CON,0.0,0.0,0.0,1,12.343,56.3,11.64,12.343,Sweden
9,Social Democratic Labour Party,1948,SOC,3.3,0.0,2.5,1,46.132,-33.4,-14.0,46.132,Sweden
10,Agrarian Party,1952,AGR,1.3,1.3,4.1,1,10.735,1.2,1.01,10.735,Sweden
11,Communist Party of Sweden,1952,LEF,0.0,0.0,1.1,1,4.34,-40.7,-23.66,4.34,Sweden
12,People’s Party,1952,LIB,0.0,0.0,4.7,1,24.441999999999997,16.1,4.61,24.441999999999997,Sweden
13,Right Party,1952,CON,0.0,0.0,0.0,1,14.373,40.9,11.64,14.373,Sweden
14,Social Democratic Labour Party,1952,SOC,1.7,0.0,3.3,1,46.047,-28.3,-14.0,46.047,Sweden
15,Agrarian Party,1956,AGR,0.9,0.9,1.8,1,9.45,1.8,1.01,9.45,Sweden
16,Communist Party of Sweden,1956,LEF,1.7,0.0,10.9,1,5.001,-46.2,-23.66,5.001,Sweden
17,People’s Party,1956,LIB,0.0,0.7000000000000001,3.4,1,23.807,-17.3,4.61,23.807,Sweden
18,Right Party,1956,CON,0.0,0.0,0.0,1,17.108,53.7,11.64,17.108,Sweden
19,Social Democratic Labour Party,1956,SOC,3.5,0.0,2.9,1,44.581,-44.2,-14.0,44.581,Sweden
20,Centre Party,1958,AGR,1.6,0.0,1.6,1,12.662,11.9,1.01,12.662,Sweden
21,Communist Party of Sweden,1958,LEF,14.5,1.9,4.0,1,3.364,-41.7,-23.66,3.364,Sweden
22,People’s Party,1958,LIB,0.0,0.0,0.0,1,18.209,21.6,4.61,18.209,Sweden
23,Right Party,1958,CON,0.0,0.0,0.0,1,19.518,56.1,11.64,19.518,Sweden
24,Social Democratic Labour Party,1958,SOC,0.0,0.0,3.2,1,46.216,-24.7,-14.0,46.216,Sweden
25,Centre Party,1960,AGR,1.9,0.0,1.2,1,13.610999999999999,6.0,1.01,13.610999999999999,Sweden
26,Communist Party of Sweden,1960,LEF,0.0,0.0,2.4,1,4.479,-40.5,-23.66,4.479,Sweden
27,People’s Party,1960,LIB,0.0,0.0,6.5,1,17.492,8.6,4.61,17.492,Sweden
28,Right Party,1960,CON,0.0,0.0,1.1,1,16.557000000000002,34.8,11.64,16.557000000000002,Sweden
29,Social Democratic Labour Party,1960,SOC,0.3,0.0,2.3,1,47.788999999999994,-61.4,-14.0,47.788999999999994,Sweden
30,Centre Party,1964,AGR,3.404,4.681,0.851,1,13.181,-14.043,1.01,13.181,Sweden
31,Communist Party of Sweden,1964,LEF,0.0,0.0,0.0,1,5.223,-50.0,-23.66,5.223,Sweden
32,People’s Party,1964,LIB,5.3,0.0,10.6,1,16.975,-48.9,4.61,16.975,Sweden
33,Right Party,1964,CON,0.0,0.0,0.0,1,13.722000000000001,60.4,11.64,13.722000000000001,Sweden
34,Social Democratic Labour Party,1964,SOC,0.3,0.0,7.2,1,47.269,-33.6,-14.0,47.269,Sweden
35,Centre Party,1968,AGR,1.9,4.2,5.600000000000001,1,15.679,-11.6,1.01,15.679,Sweden
36,Left Communists Party,1968,LEF,0.0,1.5,12.1,1,3.0060000000000002,-46.9,-23.66,3.0060000000000002,Sweden
37,People’s Party,1968,LIB,0.0,0.0,1.0,1,14.255999999999998,-59.9,4.61,14.255999999999998,Sweden
38,Right Party,1968,CON,0.0,0.0,2.9,1,12.859000000000002,25.8,11.64,12.859000000000002,Sweden
39,Social Democratic Labour Party,1968,SOC,0.0,5.4,12.5,1,50.11600000000001,-42.9,-14.0,50.11600000000001,Sweden
40,Centre Party,1970,AGR,0.0,5.2,6.3,1,19.919,-14.6,1.01,19.919,Sweden
41,Left Communists Party,1970,LEF,2.6,11.5,12.8,1,4.756,-40.9,-23.66,4.756,Sweden
42,Moderate Coalition Party,1970,CON,0.0,2.1,6.4,1,11.530999999999999,10.8,11.64,11.530999999999999,Sweden
43,People’s Party,1970,LIB,0.0,8.9,8.9,1,16.211,-33.5,4.61,16.211,Sweden
44,Social Democratic Labour Party,1970,SOC,0.5,7.100000000000001,16.8,1,45.343,-41.2,-14.0,45.343,Sweden
45,Centre Party,1973,AGR,0.6,6.9,5.2,1,25.101,-24.0,1.01,25.101,Sweden
46,Left Communists Party,1973,LEF,0.0,9.9,2.5,1,5.327999999999999,-43.0,-23.66,5.327999999999999,Sweden
47,Moderate Coalition Party,1973,CON,0.0,6.600000000000001,10.5,1,14.294,19.7,11.64,14.294,Sweden
48,People’s Party,1973,LIB,0.0,12.1,6.0,1,9.419,-11.5,4.61,9.419,Sweden
49,Social Democratic Labour Party,1973,SOC,0.0,0.0,10.3,1,43.559,-7.7,-14.0,43.559,Sweden
50,Centre Party,1976,AGR,0.7000000000000001,17.2,5.100000000000001,1,24.085,-18.2,1.01,24.085,Sweden
51,Left Communists Party,1976,LEF,1.6,11.9,10.8,1,4.753,-38.3,-23.66,4.753,Sweden
52,Moderate Coalition Party,1976,CON,4.9,1.0,2.9,1,15.589,2.2,11.64,15.589,Sweden
53,People’s Party,1976,LIB,4.2,11.2,3.5,1,11.062999999999999,-2.1,4.61,11.062999999999999,Sweden
54,Social Democratic Labour Party,1976,SOC,0.0,4.3,5.7,1,42.748999999999995,-11.5,-14.0,42.748999999999995,Sweden
55,Centre Party,1979,AGR,3.2,14.3,4.600000000000001,1,18.07,-8.1,1.01,18.07,Sweden
56,Left Communists Party,1979,LEF,0.8,7.4,14.4,1,5.605,-47.3,-23.66,5.605,Sweden
57,Moderate Coalition Party,1979,CON,4.8,12.7,4.8,1,20.343,23.1,11.64,20.343,Sweden
58,People’s Party,1979,LIB,0.9,12.5,7.600000000000001,1,10.591,-15.2,4.61,10.591,Sweden
59,Social Democratic Labour Party,1979,SOC,0.0,7.3,7.3,1,43.244,-15.3,-14.0,43.244,Sweden
60,Centre Party,1982,AGR,0.9,14.6,2.3,1,15.475999999999999,-14.0,1.01,15.475999999999999,Sweden
61,Left Communists Party,1982,LEF,0.0,10.6,13.5,1,5.561,-39.7,-23.66,5.561,Sweden
62,Moderate Coalition Party,1982,CON,2.9,3.6,0.7000000000000001,1,23.644000000000002,25.1,11.64,23.644000000000002,Sweden
63,People’s Party,1982,LIB,1.6,2.4,13.0,1,5.901,4.8,4.61,5.901,Sweden
64,Social Democratic Labour Party,1982,SOC,0.0,12.9,7.3,1,45.606,-18.5,-14.0,45.606,Sweden
65,Centre Party,1985,AGR,1.2,15.5,3.0,1,12.13,-1.1,1.01,12.13,Sweden
66,Christian Democratic Coalition,1985,CHR,4.545,11.364,6.818000000000001,1,0.28,-4.545,6.13,0.28,Sweden
